,WWTP_name,geometry,centroid
2900,Clear Creek Wastewater Treatment Plant,"POLYGON ((-122.3721806 40.5022277, -122.3718635 40.5024885, -122.3715703 40.5027287, -122.3710511 40.5031588, -122.3707423 40.5034141, -122.370339 40.5037464, -122.3701135 40.5039334, -122.3698912 40.5041156, -122.3697029 40.5042728, -122.3695384 40.5044119, -122.3693768 40.5045429, -122.3692707 40.5046227, -122.3691801 40.5046635, -122.3690766 40.504703, -122.3690019 40.5047247, -122.3689638 40.5047296, -122.3688601 40.5047473, -122.3687903 40.5047756, -122.368751 40.5047881, -122.3686926 40.5047713, -122.3685561 40.5047432, -122.3684136 40.5047151, -122.3683159 40.5046884, -122.3682533 40.5046585, -122.3682038 40.5046299, -122.3681758 40.504605, -122.3681227 40.5045538, -122.3680613 40.5044817, -122.3679424 40.5043508, -122.3678444 40.5042429, -122.3676948 40.5040766, -122.3676125 40.5040349, -122.3674039 40.5039216, -122.3672531 40.5038001, -122.3672031 40.5037592, -122.3671114 40.5036805, -122.3669295 40.5035114, -122.3668802 40.5035294, -122.366824 40.5035368, -122.3667718 40.5035323, -122.3667324 40.503518, -122.366244 40.5030794, -122.3649935 40.501997, -122.3635876 40.5009554, -122.3632852 40.5007481, -122.3632461 40.5008125, -122.3629761 40.5006002, -122.3615602 40.4995254, -122.3613341 40.4993665, -122.3608493 40.4990806, -122.3595954 40.4984069, -122.3587716 40.4979919, -122.357886 40.497581, -122.3570252 40.4970292, -122.3550271 40.4957484, -122.3549432 40.495698, -122.3550792 40.4955544, -122.3551501 40.4954916, -122.3552641 40.4953856, -122.3553149 40.495355, -122.355435 40.4953198, -122.3555054 40.4953166, -122.3559941 40.4953034, -122.3565097 40.4952908, -122.3569287 40.4952803, -122.3573466 40.4952695, -122.3577918 40.4952595, -122.3582794 40.4952463, -122.358603 40.4952382, -122.3590429 40.4952273, -122.3593433 40.4952191, -122.3596378 40.4952119, -122.3597548 40.4952069, -122.3598561 40.4952029, -122.3602451 40.4951928, -122.360691 40.4951797, -122.3611469 40.4951684, -122.3615904 40.495157, -122.3620219 40.4951439, -122.3622371 40.4951398, -122.3623462 40.4951434, -122.3624165 40.4951484, -122.3624791 40.4951598, -122.3625196 40.4951697, -122.3625828 40.4951897, -122.3626234 40.4952042, -122.3626669 40.4952237, -122.3627134 40.4952513, -122.3629363 40.4953728, -122.3630836 40.4954548, -122.3632009 40.4955201, -122.3633636 40.4956112, -122.3635264 40.4957019, -122.363763 40.4958347, -122.3640253 40.495982, -122.36416 40.4960604, -122.3643382 40.4961601, -122.3644365 40.4962245, -122.3644693 40.4962494, -122.364775 40.4965282, -122.3649533 40.4966968, -122.3652573 40.4969905, -122.3654754 40.4972139, -122.3656799 40.497436, -122.3658843 40.4976631, -122.3664285 40.4981788, -122.366695 40.4985209, -122.3668732 40.4987679, -122.3670556 40.4990854, -122.3670782 40.4991353, -122.3670871 40.4991675, -122.3670967 40.499249, -122.3671074 40.4993963, -122.3671345 40.5002371, -122.3671399 40.5005697, -122.3672251 40.5008753, -122.3674905 40.5015719, -122.367537 40.5017047, -122.3675811 40.5018828, -122.3676192 40.5020545, -122.367658 40.5023206, -122.3677033 40.5025821, -122.3677647 40.502917, -122.3677723 40.5029875, -122.3678101 40.5029882, -122.367848 40.5029911, -122.3680858 40.5027931, -122.3683705 40.5025592, -122.3685269 40.5024296, -122.3685936 40.5023711, -122.3686169 40.5023557, -122.3688076 40.502198, -122.3690508 40.5019968, -122.3693268 40.5017706, -122.3696295 40.5015186, -122.3698125 40.5013645, -122.3698848 40.5014128, -122.3701798 40.5011745, -122.37041 40.5009983, -122.3704293 40.5010114, -122.3715132 40.5017574, -122.3721806 40.5022277))",POINT (-122.36378127731003 40.49908676896431)
2902,Mountain View Sanitation District,"POLYGON ((-122.1020531 38.0186418, -122.1017041 38.0186511, -122.1006659 38.018794, -122.1001747 38.0188114, -122.0987269 38.0187772, -122.0966981 38.0188136, -122.0964571 38.0188179, -122.0965839 38.0189025, -122.0967133 38.0189865, -122.0968442 38.0190674, -122.096977 38.0191448, -122.0971133 38.0192214, -122.097253 38.0192951, -122.097394 38.0193661, -122.0975377 38.0194342, -122.0976779 38.0194973, -122.0978255 38.0195609, -122.0979732 38.0196223, -122.1005264 38.0206512, -122.1013873 38.0210025, -122.1038109 38.0219577, -122.1042543 38.0215656, -122.1047965 38.0211347, -122.1048842 38.0196273, -122.1049765 38.0187502, -122.1037346 38.0186947, -122.1032373 38.0186725, -122.1030902 38.0186659, -122.1021423 38.0186423, -122.1020531 38.0186418))",POINT (-122.10184313171628 38.01988207382249)
2905,Plant_590238360,"POLYGON ((-121.8385881 38.018421, -121.8400097 38.015843, -121.8415278 38.0142835, -121.8426758 38.0132269, -121.8428314 38.0133114, -121.8428206 38.0159804, -121.8428233 38.0164157, -121.842775 38.0165911, -121.8430272 38.016627, -121.843117 38.0164283, -121.844084 38.0164237, -121.8442288 38.0164231, -121.8442272 38.0164715, -121.8442272 38.01702, -121.8437889 38.0170158, -121.843797 38.0176075, -121.8437567 38.0176941, -121.843636 38.0177512, -121.84351 38.0177638, -121.8429118 38.0177617, -121.8427938 38.0178061, -121.8427455 38.0179054, -121.8427455 38.018533, -121.8385828 38.0185393, -121.8385881 38.018421))",POINT (-121.8414800133437 38.01662935838235)
2908,City of Alturas Wastewater Treatment Plant,"POLYGON ((-120.5591262 41.4739853, -120.5589493 41.4740572, -120.5589998 41.4742541, -120.5587876 41.4743904, -120.558646 41.4744775, -120.558545 41.4746025, -120.5582266 41.4746063, -120.5578778 41.4744927, -120.5577262 41.4742996, -120.5577111 41.4741292, -120.5578981 41.4739512, -120.5582114 41.4737391, -120.5591919 41.472906, -120.5596568 41.4732355, -120.5591262 41.473705, -120.5590453 41.4737656, -120.5591211 41.4738717, -120.5591262 41.4739853))",POINT (-120.55863949470022 41.47385247709034)
2909,Anderson Wastewater Treatment Plant,"POLYGON ((-122.2762013 40.4647967, -122.2746037 40.4657459, -122.2725649 40.4643857, -122.2736756 40.4634018, -122.2743831 40.4638706, -122.2748547 40.4635754, -122.2762013 40.4647967))",POINT (-122.27438541922666 40.464546007014036)
2911,Redding Stillwater Treatment Plant,"POLYGON ((-122.2855103 40.4749537, -122.2854549 40.4750156, -122.2853914 40.4751779, -122.2854012 40.4759545, -122.2854354 40.4760313, -122.2878454 40.4760264, -122.288298 40.4762307, -122.2887377 40.4762679, -122.2892585 40.4766908, -122.2901576 40.477675, -122.2902765 40.4776155, -122.2905028 40.4778199, -122.2905696 40.4778571, -122.291234 40.4778546, -122.2921198 40.4770185, -122.2912747 40.4760982, -122.2912535 40.4760288, -122.2908399 40.4755854, -122.2890976 40.4755693, -122.2888207 40.4755012, -122.2883225 40.4757638, -122.2883208 40.475111, -122.2882654 40.4751047, -122.2882329 40.4751011, -122.2880668 40.4749648, -122.2878844 40.4749277, -122.2864612 40.4749103, -122.2864287 40.4750206, -122.2855103 40.4749537))",POINT (-122.28902111871778 40.47617238908393)
2912,Plant_630524137,"POLYGON ((-117.524227 34.0830235, -117.5241925 34.0859919, -117.5242444 34.0859927, -117.5242444 34.0860491, -117.5242972 34.0860499, -117.5242962 34.086103, -117.5275189 34.0861097, -117.5275336 34.0830343, -117.524227 34.0830235))",POINT (-117.52586868751322 34.084567918759355)
2913,Plant_639270640,"POLYGON ((-121.3286179 37.9343733, -121.3270454 37.9344665, -121.3270641 37.9350632, -121.3269028 37.9352176, -121.326872 37.9353828, -121.3251405 37.9354168, -121.3251651 37.9373663, -121.3282695 37.9373927, -121.328754 37.93746, -121.3292706 37.9376101, -121.3337716 37.9368376, -121.3336068 37.9365147, -121.333403 37.9362827, -121.3331173 37.936155, -121.3311545 37.9358386, -121.3305181 37.9356714, -121.3292409 37.9349546, -121.3288648 37.9346524, -121.3286179 37.9343733))",POINT (-121.32874872611498 37.93625699173206)
2919,Rosamond Wastewater Treatment Plant,"POLYGON ((-118.1893455 34.8753356, -118.1935538 34.8752597, -118.1935428 34.8728564, -118.1935327 34.8723574, -118.1935361 34.8712766, -118.1892783 34.8713538, -118.1892786 34.8747864, -118.1893397 34.8747891, -118.1893455 34.8753356))",POINT (-118.19141522949124 34.873304836507025)
2920,Corning Wastewater Treatment Plant,"POLYGON ((-122.1008071 39.9140441, -122.1007327 39.9140652, -122.1006784 39.9140909, -122.1006442 39.9141274, -122.1006281 39.9141619, -122.1006241 39.9142102, -122.1006288 39.9142473, -122.1006449 39.9142833, -122.1006864 39.9143429, -122.1010552 39.9147662, -122.1011022 39.914831, -122.101361 39.9151926, -122.1013473 39.9151995, -122.1014717 39.9153669, -122.1019506 39.9159347, -122.1021094 39.916123, -122.1026377 39.916754, -122.1032681 39.917349, -122.1033277 39.9173778, -122.1033955 39.9173886, -122.1038991 39.9173907, -122.1040352 39.9173778, -122.1041056 39.9173526, -122.1042008 39.9175877, -122.1053046 39.9176104, -122.1059952 39.9176211, -122.1059981 39.9164858, -122.1059986 39.9164354, -122.1067033 39.9164385, -122.1066991 39.9158342, -122.1067003 39.9157496, -122.1067417 39.9157608, -122.1067925 39.915769, -122.1079794 39.9157789, -122.1080639 39.9157737, -122.1081182 39.9157655, -122.1081644 39.9157398, -122.1081892 39.9157074, -122.1082013 39.9156765, -122.1082147 39.9156128, -122.1082262 39.9152708, -122.1082496 39.9145764, -122.1082563 39.9143157, -122.1082523 39.9142812, -122.1082369 39.9142488, -122.1082161 39.9142226, -122.1081772 39.9141989, -122.108109 39.9141837, -122.1079278 39.9141783, -122.1077621 39.9141773, -122.1071237 39.9141722, -122.1071224 39.9140806, -122.1067803 39.9140708, -122.1065805 39.9140672, -122.1051411 39.9140416, -122.1050526 39.91404, -122.1047862 39.9140352, -122.1047771 39.9142349, -122.1046379 39.9142314, -122.104572 39.9142297, -122.1045706 39.9141168, -122.1044932 39.9141074, -122.102905 39.9140632, -122.1019267 39.9140516, -122.1009392 39.9140411, -122.1008071 39.9140441))",POINT (-122.10457430672771 39.915482760433015)
2921,Plant_668191389,"POLYGON ((-122.3784476 37.9213613, -122.3795483 37.9208027, -122.37972 37.9204472, -122.3796986 37.9200918, -122.379484 37.9198378, -122.3795054 37.9194938, -122.3780828 37.9176656, -122.3777754 37.917344, -122.377306 37.9171472, -122.3767524 37.9170113, -122.3761945 37.9170224, -122.3761902 37.9172094, -122.376452 37.9173833, -122.3768382 37.9176034, -122.377239 37.917705, -122.3772416 37.9178243, -122.3764021 37.9182809, -122.3771816 37.9192797, -122.3768554 37.9193931, -122.3771423 37.9198238, -122.3774434 37.919734, -122.3776719 37.9197961, -122.3779285 37.9199064, -122.3786459 37.920725, -122.3782167 37.9209344, -122.3783215 37.921159, -122.3784476 37.9213613))",POINT (-122.37807920880276 37.919088012508176)
2938,Plant_723852046,"POLYGON ((-121.7142689 38.6607913, -121.7103733 38.6606835, -121.7103344 38.6621487, -121.7104675 38.6622998, -121.7135848 38.662317, -121.7142434 38.6623278, -121.7142689 38.6607913))",POINT (-121.71229000456754 38.66152292420414)
2939,Plant_728873581,"POLYGON ((-117.674902 33.9682408, -117.672691 33.9682578, -117.6727085 33.964594, -117.6714921 33.9645984, -117.6714693 33.9630156, -117.6745757 33.962994, -117.6749054 33.9633698, -117.6749166 33.9634414, -117.6750141 33.9635524, -117.6750911 33.9635839, -117.6754153 33.9639554, -117.6755472 33.9641411, -117.675553 33.9652558, -117.6755834 33.9662386, -117.6755342 33.9664648, -117.6749174 33.9666428, -117.674902 33.9682408))",POINT (-117.67375090316077 33.96535006394182)
2946,Elsinore Valley Municipal Water District,"POLYGON ((-117.3395216 33.6797537, -117.3381429 33.6809694, -117.3382106 33.6809582, -117.3415953 33.6836226, -117.3420498 33.6841411, -117.3426582 33.6846595, -117.3452384 33.6865869, -117.3475986 33.6883861, -117.3489767 33.6871663, -117.3465138 33.6858489, -117.3452237 33.6850743, -117.3443588 33.6841289, -117.3436111 33.6835495, -117.3434425 33.683092, -117.3425043 33.6821344, -117.3406278 33.680701, -117.3395216 33.6797537))",POINT (-117.34331334533336 33.68403369961348)
2948,El Estero Wastewater Treatment Plant,"POLYGON ((-119.6868476 34.4182181, -119.6849339 34.4187503, -119.6848521 34.4187226, -119.6847877 34.4186596, -119.6846589 34.4183598, -119.6846687 34.4182274, -119.6850629 34.4178401, -119.6852239 34.4177008, -119.6852266 34.4176344, -119.6846182 34.4171567, -119.6843804 34.4169761, -119.6842474 34.4166761, -119.6840568 34.4166947, -119.6838677 34.4166748, -119.6838114 34.4166239, -119.6837913 34.4165221, -119.6837282 34.4163042, -119.6839951 34.4162301, -119.6856748 34.4158832, -119.6857747 34.4158816, -119.6859102 34.41728, -119.6864346 34.4177442, -119.6868476 34.4182181))",POINT (-119.685307651073 34.41727715056273)
2954,City of Redlands Wastewater Treatment and Disposal Facility,"POLYGON ((-117.2174799 34.0912515, -117.2157902 34.0913448, -117.2153074 34.0913537, -117.2140038 34.0915003, -117.2121531 34.0915625, -117.21185 34.0908095, -117.2118393 34.0901409, -117.2130945 34.0903141, -117.2130885 34.0893879, -117.2130838 34.088466, -117.2172399 34.0884727, -117.2172117 34.0900165, -117.2173566 34.089992, -117.2173324 34.0902497, -117.2174799 34.0912515))",POINT (-117.21486492598657 34.090046800804785)
2957,4S Ranch Water Reclamation Facility,"POLYGON ((-117.1099282 33.0138908, -117.1109614 33.0144552, -117.1119109 33.0145451, -117.1120316 33.0139154, -117.1120825 33.0132654, -117.1120701 33.0130618, -117.1103484 33.0121945, -117.1102513 33.0125302, -117.1099282 33.0138908))",POINT (-117.11103731273144 33.013484724584494)
2959,Michelson Water Reclamation Plant,"POLYGON ((-117.8397727 33.6615027, -117.8409218 33.6623164, -117.8411184 33.6624832, -117.8417129 33.6628997, -117.8417713 33.6629745, -117.8418575 33.6630533, -117.8418459 33.6630928, -117.841783 33.6630771, -117.8417309 33.6630806, -117.8416761 33.6631018, -117.8412183 33.6635801, -117.8411137 33.663771, -117.8410345 33.6637677, -117.8404333 33.6643864, -117.8403182 33.6644485, -117.8403447 33.6644801, -117.8402972 33.6645474, -117.8402924 33.6645786, -117.8403061 33.6646009, -117.8405236 33.6648124, -117.8406698 33.6650156, -117.8407958 33.6651211, -117.8410164 33.665212, -117.8411163 33.6652723, -117.8411556 33.6653326, -117.841167 33.6654163, -117.8411489 33.6654794, -117.8409762 33.6656733, -117.8407081 33.6658536, -117.8406492 33.6659162, -117.8405343 33.6661357, -117.8405092 33.66617, -117.8401831 33.6664571, -117.8400774 33.6665331, -117.8395419 33.6671224, -117.83944 33.6670264, -117.8393005 33.6671229, -117.8390872 33.6673328, -117.8390269 33.6673506, -117.8389893 33.6673428, -117.8387828 33.6671642, -117.8386031 33.6671173, -117.8384985 33.6670582, -117.8382531 33.6668852, -117.8383014 33.666826, -117.8370273 33.6659376, -117.8368691 33.6658315, -117.8367759 33.6658117, -117.8367435 33.6655989, -117.8370361 33.6650192, -117.8372022 33.6646153, -117.8371907 33.6644813, -117.8376869 33.6636941, -117.8380711 33.6632037, -117.8397727 33.6615027))",POINT (-117.83923423741552 33.66451158164262)
2960,City of San Bernardino Wastewater Treatment Plant,"POLYGON ((-117.2909939 34.0776274, -117.2903126 34.0767177, -117.290884 34.0764677, -117.2908893 34.0762456, -117.2913373 34.0762567, -117.2913882 34.0703802, -117.2904293 34.0703702, -117.2899291 34.0707024, -117.2878772 34.0721687, -117.287389 34.072422, -117.2868794 34.072973, -117.2865683 34.0735462, -117.2864342 34.0742394, -117.286579 34.0795491, -117.2891513 34.0794991, -117.289158 34.0780729, -117.2901705 34.078054, -117.2901785 34.0776408, -117.2909939 34.0776274))",POINT (-117.28890907540385 34.07505377818153)
2961,Plant_776326093,"POLYGON ((-117.2173351 33.8733886, -117.2145858 33.873353, -117.2143391 33.8733017, -117.2141245 33.873226, -117.213859 33.8730924, -117.2136471 33.8728719, -117.2134915 33.8726158, -117.2134379 33.8725023, -117.2135264 33.8592952, -117.2172037 33.8592785, -117.217201 33.8596561, -117.2172466 33.8596549, -117.2174048 33.8714923, -117.2173177 33.871823, -117.2173351 33.8733886))",POINT (-117.2154119839311 33.866358999559566)
2968,Plant_827921406,"POLYGON ((-119.6518534 36.2912833, -119.6503455 36.2913262, -119.6504635 36.2942101, -119.6477169 36.2942663, -119.6477169 36.2948068, -119.6466976 36.2948197, -119.647218 36.2983348, -119.6486369 36.298311, -119.6486744 36.2975782, -119.64894 36.297576, -119.6489235 36.297759, -119.6505425 36.2977175, -119.6505192 36.2971277, -119.6520825 36.2970876, -119.6520178 36.2955092, -119.6518534 36.2912833))",POINT (-119.64971948270973 36.295369867205956)
2973,Plant_844840630,"POLYGON ((-117.6037692 34.0301729, -117.5997725 34.0301959, -117.599578 34.0298979, -117.5995003 34.0298291, -117.5997002 34.0290166, -117.5998031 34.0287998, -117.5998456 34.0285584, -117.5998013 34.0284202, -117.5998119 34.0283236, -117.5998572 34.027834, -117.5998877 34.026565, -117.6000252 34.0265619, -117.6037371 34.0265997, -117.6037692 34.0301729))",POINT (-117.60175405090287 34.028411626931636)
2978,Plant_849942153,"POLYGON ((-117.3547154 34.6156349, -117.3570836 34.6155858, -117.3587144 34.6154269, -117.3603451 34.615939, -117.3607367 34.6159346, -117.3608601 34.6267237, -117.3574269 34.6267325, -117.3575664 34.6246225, -117.3581833 34.6236072, -117.3581725 34.6234836, -117.3581135 34.6233688, -117.3577809 34.6229406, -117.3570004 34.6225323, -117.3564656 34.6223388, -117.3556974 34.6214136, -117.3552683 34.6186589, -117.3547154 34.6156349))",POINT (-117.35835651607593 34.62044098483765)
2996,Plant_884225130,"POLYGON ((-121.4258391 37.7686454, -121.4207482 37.7686793, -121.4200348 37.7662834, -121.4199543 37.765096, -121.4257908 37.7651257, -121.4258391 37.7686454))",POINT (-121.42302334760875 37.766843937959585)
3002,Plant_896974123,"POLYGON ((-117.2072136 33.6946044, -117.2108406 33.6947075, -117.2108467 33.6945914, -117.2109727 33.69444, -117.2120754 33.6940007, -117.2129681 33.6935586, -117.2137153 33.6931095, -117.2142256 33.6927593, -117.2146889 33.6923948, -117.2147836 33.6923638, -117.2156652 33.6916268, -117.2169197 33.6903311, -117.2201718 33.6931854, -117.2202714 33.6933305, -117.2202999 33.6934068, -117.220474 33.6933723, -117.2204951 33.6965043, -117.2204148 33.6965726, -117.2134612 33.6965992, -117.2130392 33.6966319, -117.2126537 33.6967266, -117.2123353 33.6968455, -117.2120519 33.6969945, -117.211773 33.6971997, -117.2116742 33.6972003, -117.2113396 33.6969595, -117.2110258 33.6967777, -117.2086094 33.695613, -117.2082677 33.6954217, -117.2072067 33.6947412, -117.2072136 33.6946044))",POINT (-117.215465359633 33.694485528044446)
3005,Susanville CSD Wastewater Treatment Plant,"POLYGON ((-120.6316472 40.4156707, -120.6234446 40.4156673, -120.6234991 40.412728, -120.6316601 40.4127597, -120.6316472 40.4156707))",POINT (-120.62755611863895 40.414207618171275)
3010,Oakmont Wastewater Reclamation Facility,"POLYGON ((-122.6262895 38.448538, -122.6262943 38.4486212, -122.625594 38.4495121, -122.6254249 38.4495178, -122.624 38.4489314, -122.6239251 38.4488179, -122.6245651 38.4479933, -122.6246811 38.4479479, -122.6262895 38.448538))",POINT (-122.62510689997471 38.44873508962312)
3012,Plant_906341229,"POLYGON ((-119.1841126 34.1404831, -119.1870725 34.1405493, -119.1877534 34.140951, -119.1864089 34.1425494, -119.1862036 34.1428008, -119.186043 34.1431721, -119.1859926 34.1434898, -119.1859443 34.1448531, -119.1840944 34.1448404, -119.1841126 34.1404831))",POINT (-119.18540409442666 34.1423909285802)
3028,California City Wastewater Treatment Plant,"POLYGON ((-117.9369667 35.1439443, -117.9376555 35.1427872, -117.9379427 35.1428999, -117.9382112 35.1428226, -117.9385183 35.142286, -117.9384529 35.1421237, -117.9372142 35.141633, -117.9372812 35.1415109, -117.9372364 35.1414739, -117.9372492 35.1414577, -117.9372096 35.1414411, -117.9371701 35.1414245, -117.9370911 35.1413912, -117.9373249 35.1412693, -117.9377634 35.1409015, -117.938147 35.1405403, -117.9365228 35.1405117, -117.9358525 35.1405139, -117.9358052 35.1405137, -117.935758 35.1405134, -117.9339974 35.1405213, -117.9336112 35.1411848, -117.9334502 35.1411595, -117.9331268 35.141781, -117.9331828 35.1419022, -117.932947 35.1423061, -117.9369667 35.1439443))",POINT (-117.9357733514191 35.14196047622067)
3038,Bella Vista Water District Waste Water Plant,"POLYGON ((-122.3491562 40.5996432, -122.3492652 40.5998491, -122.3493201 40.5999699, -122.3493767 40.6001079, -122.3493809 40.6001668, -122.3493725 40.60037, -122.3493779 40.6004094, -122.3494148 40.6004818, -122.349417 40.6005352, -122.3496423 40.6005364, -122.3499127 40.6005523, -122.3502319 40.6005975, -122.3505165 40.6006458, -122.3509377 40.6007114, -122.3512256 40.6007381, -122.3515581 40.6007675, -122.352139 40.6008212, -122.3524286 40.6008443, -122.3528061 40.6008612, -122.3532853 40.6008807, -122.3538717 40.600886, -122.3538631 40.6006981, -122.3538553 40.6003539, -122.3538522 40.6000938, -122.3538419 40.599782, -122.3538358 40.5996005, -122.3538327 40.5994382, -122.3538313 40.5993637, -122.3538215 40.5989724, -122.3537955 40.5989765, -122.3537822 40.5989778, -122.3537707 40.598977, -122.3537484 40.598975, -122.3537465 40.5989488, -122.3537439 40.5988923, -122.353738 40.5988591, -122.353708 40.5987428, -122.3536813 40.5986779, -122.3536695 40.5985576, -122.3536584 40.5984303, -122.3536656 40.598408, -122.3536595 40.5982063, -122.3536566 40.598145, -122.3535782 40.5981266, -122.3532564 40.5980587, -122.3532283 40.5979931, -122.3531521 40.5979945, -122.3530042 40.598004, -122.3528761 40.5980551, -122.3528838 40.5980709, -122.3527444 40.5981187, -122.352708 40.5981311, -122.3526746 40.5981135, -122.3525405 40.5981456, -122.3524052 40.5981863, -122.3523581 40.5981977, -122.352193 40.5982506, -122.3520276 40.598304, -122.3520029 40.5983122, -122.351749 40.5984049, -122.3514629 40.5985117, -122.3511505 40.5986444, -122.3508924 40.5987607, -122.350552 40.5989322, -122.3502213 40.5991019, -122.3496228 40.5994065, -122.3491562 40.5996432))",POINT (-122.3519075267709 40.59962866139048)
3046,Plant_972469115,"POLYGON ((-121.322177 38.7344441, -121.3220476 38.7341653, -121.3216656 38.7341989, -121.3187942 38.7342793, -121.3156945 38.7341845, -121.3146469 38.7344008, -121.3146038 38.735218, -121.3146402 38.7365633, -121.315954 38.736511, -121.3159859 38.7383474, -121.3160457 38.7400774, -121.3194472 38.7400678, -121.3213821 38.7391402, -121.3221647 38.7377799, -121.3221894 38.7357083, -121.3219429 38.7355689, -121.3218997 38.7346075, -121.322177 38.7344441))",POINT (-121.31860643041138 38.73688279517533)
3058,La Salina Wastewater Treatment Plant,"POLYGON ((-117.37115 33.1805716, -117.3708399 33.1807519, -117.3705626 33.1809128, -117.3690901 33.1791663, -117.3686301 33.1785164, -117.3686221 33.1784199, -117.3686341 33.1783301, -117.3686569 33.1782695, -117.3689882 33.1776689, -117.3689949 33.1776072, -117.3690284 33.17755, -117.3689684 33.1774448, -117.3690728 33.1773629, -117.3693831 33.177734, -117.3705646 33.1791307, -117.3702361 33.1793225, -117.370208 33.1793389, -117.3702613 33.1794063, -117.3702306 33.1794228, -117.37115 33.1805716))",POINT (-117.36976758309513 33.179148808819264)
3067,Coastal Treatment Plant,"POLYGON ((-117.7376837 33.5201506, -117.7376457 33.5201506, -117.7364451 33.5201506, -117.7364431 33.5180185, -117.735549 33.5180193, -117.7355406 33.5177445, -117.7343188 33.5177468, -117.7347768 33.5167779, -117.7375288 33.516783, -117.7375308 33.5168355, -117.7375261 33.5169076, -117.7373799 33.5175382, -117.7374376 33.5176568, -117.7375234 33.5177188, -117.7375295 33.5177537, -117.7375348 33.5177842, -117.7374496 33.5178854, -117.7374543 33.5179575, -117.7374557 33.5186586, -117.7375375 33.5188917, -117.7375355 33.5195787, -117.7376448 33.5200556, -117.7376689 33.5200741, -117.7376837 33.5201506))",POINT (-117.73645110160433 33.518082759985774)
3078,Shafter Waste Water Treatment Plant,"POLYGON ((-119.3502679 35.4564767, -119.341471 35.456462, -119.3414846 35.4420742, -119.3505103 35.4420946, -119.3502679 35.4564767))",POINT (-119.34593345277662 35.449245765246324)
3085,Riverside Water Quality Control Plant,"POLYGON ((-117.4643206 33.961609, -117.4643402 33.9615148, -117.46394 33.9608661, -117.4620356 33.9595135, -117.4615778 33.959019, -117.4611916 33.9593305, -117.4611862 33.9596153, -117.461036 33.9597132, -117.4601241 33.9597176, -117.4601026 33.9606342, -117.4590244 33.9606075, -117.4590136 33.9613817, -117.4545987 33.9613772, -117.4545933 33.9615596, -117.4541696 33.9615507, -117.4538745 33.9615463, -117.4538255 33.9625581, -117.453822 33.9637915, -117.4536063 33.964158, -117.4528016 33.9650879, -117.4530162 33.9650879, -117.4535366 33.9651947, -117.4535634 33.9659199, -117.4544002 33.9659332, -117.4554721 33.9655821, -117.4580579 33.9647414, -117.4592128 33.964363, -117.4604749 33.9636805, -117.4624128 33.9626363, -117.4643206 33.961609))",POINT (-117.45829489291533 33.96265700925078)
3089,West County Wastewater - Water Quality & Resource Recovery Plant,"POLYGON ((-122.380263 37.9676487, -122.3802314 37.9676783, -122.3788405 37.9676843, -122.3788392 37.9677518, -122.3785366 37.9677539, -122.3785312 37.9678116, -122.3784469 37.9678769, -122.3784145 37.9678805, -122.3783672 37.9679597, -122.3784042 37.968056, -122.3782785 37.9682617, -122.3781966 37.968408, -122.3781014 37.9684888, -122.3780635 37.9684966, -122.3779208 37.9684844, -122.3777494 37.9684647, -122.3772616 37.968325, -122.3767976 37.9681282, -122.3763639 37.9679031, -122.3759619 37.9677468, -122.3757536 37.9676926, -122.3755807 37.9677242, -122.3752072 37.9677054, -122.3748072 37.9676796, -122.3740705 37.9676779, -122.3740669 37.9674496, -122.3740652 37.9672397, -122.3739822 37.9672183, -122.3739597 37.9671588, -122.3739573 37.9650014, -122.3739631 37.963299, -122.3740455 37.9632611, -122.374287 37.9632361, -122.3761513 37.9632427, -122.3761549 37.9633883, -122.3763748 37.9633906, -122.3763695 37.9614342, -122.3764286 37.9612935, -122.3764579 37.960988, -122.3765113 37.9603647, -122.3765177 37.9589683, -122.379352 37.9589647, -122.3793536 37.9590298, -122.3793833 37.9590583, -122.3793832 37.9615123, -122.3794026 37.9615638, -122.379396 37.9616588, -122.3793056 37.9617134, -122.3793258 37.9617459, -122.3793222 37.9630028, -122.3793112 37.9630604, -122.3792799 37.9631138, -122.3792261 37.9631455, -122.3791364 37.9631773, -122.3790518 37.9631833, -122.3790503 37.9632578, -122.3790756 37.9633769, -122.3790703 37.9634346, -122.3790593 37.9634722, -122.3790215 37.9634719, -122.3790311 37.9635382, -122.379029 37.9635742, -122.3790266 37.9635931, -122.3790619 37.9636334, -122.3790567 37.9645677, -122.3790315 37.9646018, -122.3790245 37.9646807, -122.3790553 37.9647117, -122.379044 37.9655193, -122.3790106 37.9655699, -122.3789541 37.9656105, -122.378946 37.9657107, -122.3789698 37.9657374, -122.3789671 37.9658994, -122.3801887 37.965898, -122.3802472 37.9659133, -122.3802693 37.9659404, -122.3802816 37.9664563, -122.3802635 37.9665925, -122.380263 37.9676487))",POINT (-122.3771689348616 37.96421511439992)
